Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite_3,Chrome 95.0.4638.69,,,2021-11-03 20:26:33,2021-11-03 20:31:20,4m - 46.721s,PASSED
,,,,,,,
Test Cases/TestCase_5_Verify_Copy_URL_from_AttributeTable,Chrome 95.0.4638.69,,,2021-11-03 20:26:33,2021-11-03 20:27:28,54.447s,PASSED
"callTestCase(findTestCase(""TestCase_1_Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-11-03 20:26:34,2021-11-03 20:27:06,32.058s,PASSED
"setText(findTestObject(""Searchbar_OR/Searchbar_position""), ""product manuals"")",Chrome 95.0.4638.69,,,2021-11-03 20:27:06,2021-11-03 20:27:07,0.873s,PASSED
"sendKeys(findTestObject(""Searchbar_OR/Searchbar_position""), Keys.chord(ENTER))",Chrome 95.0.4638.69,,,2021-11-03 20:27:07,2021-11-03 20:27:08,1.326s,PASSED
"waitForElementVisible(findTestObject(""Search_Result_Page_OR/Search_Area""), 5)",Chrome 95.0.4638.69,,,2021-11-03 20:27:08,2021-11-03 20:27:17,8.116s,PASSED
"click(findTestObject(""i_button_OR/1st_i_button_location""))",Chrome 95.0.4638.69,,,2021-11-03 20:27:17,2021-11-03 20:27:17,0.446s,PASSED
"verifyElementVisible(findTestObject(""i_button_OR/1st_attribute_table_location""))",Chrome 95.0.4638.69,,,2021-11-03 20:27:17,2021-11-03 20:27:18,0.752s,PASSED
driver = getWebDriver(),Chrome 95.0.4638.69,,,2021-11-03 20:27:18,2021-11-03 20:27:18,0.001s,PASSED
expectedValue = false,Chrome 95.0.4638.69,,,2021-11-03 20:27:18,2021-11-03 20:27:18,0.000s,PASSED
"for ([i = 1, i <= 24, (i++)])",Chrome 95.0.4638.69,,,2021-11-03 20:27:18,2021-11-03 20:27:25,7.671s,PASSED
"title = getAttribute(findTestObject(""Object Repository/Search_Result_Page_OR/1st_URL_location""), ""title"")",Chrome 95.0.4638.69,,,2021-11-03 20:27:25,2021-11-03 20:27:26,0.401s,PASSED
"url = getAttribute(findTestObject(""Object Repository/Search_Result_Page_OR/1st_URL_location""), ""href"")",Chrome 95.0.4638.69,,,2021-11-03 20:27:26,2021-11-03 20:27:26,0.385s,PASSED
"verifyElementText(findTestObject(""Object Repository/Search_Result_Page_OR/1st_Copy_URL_link_location""), ""Copy Title/URL"")",Chrome 95.0.4638.69,,,2021-11-03 20:27:26,2021-11-03 20:27:27,0.498s,PASSED
"click(findTestObject(""Object Repository/Search_Result_Page_OR/1st_Copy_URL_link_location""))",Chrome 95.0.4638.69,,,2021-11-03 20:27:27,2021-11-03 20:27:27,0.431s,PASSED
"verifyElementText(findTestObject(""Object Repository/Search_Result_Page_OR/1st_Copy_URL_link_location""), ""Copied!"")",Chrome 95.0.4638.69,,,2021-11-03 20:27:27,2021-11-03 20:27:28,0.481s,PASSED
data = getSystemClipboard().getData(stringFlavor),Chrome 95.0.4638.69,,,2021-11-03 20:27:28,2021-11-03 20:27:28,0.285s,PASSED
out.println(data),Chrome 95.0.4638.69,,,2021-11-03 20:27:28,2021-11-03 20:27:28,0.001s,PASSED
istitlePresent = data.contains(title),Chrome 95.0.4638.69,,,2021-11-03 20:27:28,2021-11-03 20:27:28,0.000s,PASSED
out.println(istitlePresent),Chrome 95.0.4638.69,,,2021-11-03 20:27:28,2021-11-03 20:27:28,0.000s,PASSED
isurlPresent = data.contains(url),Chrome 95.0.4638.69,,,2021-11-03 20:27:28,2021-11-03 20:27:28,0.000s,PASSED
out.println(istitlePresent),Chrome 95.0.4638.69,,,2021-11-03 20:27:28,2021-11-03 20:27:28,0.000s,PASSED
,,,,,,,
Test Cases/TestCase_6_Verify_Installation_and_licensing,Chrome 95.0.4638.69,,,2021-11-03 20:27:28,2021-11-03 20:28:08,39.828s,PASSED
"callTestCase(findTestCase(""TestCase_1_Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-11-03 20:27:28,2021-11-03 20:27:57,28.923s,PASSED
