Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite_3,Chrome 95.0.4638.69,,,2021-11-05 10:36:00,2021-11-05 10:40:38,4m - 38.059s,PASSED
,,,,,,,
Test Cases/TestCase_5_Verify_Copy_URL_from_AttributeTable,Chrome 95.0.4638.69,,,2021-11-05 10:36:00,2021-11-05 10:36:51,50.882s,PASSED
"callTestCase(findTestCase(""TestCase_1_Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-11-05 10:36:01,2021-11-05 10:36:32,31.249s,PASSED
"setText(findTestObject(""Searchbar_OR/Searchbar_position""), ""product manuals"")",Chrome 95.0.4638.69,,,2021-11-05 10:36:32,2021-11-05 10:36:33,0.893s,PASSED
"sendKeys(findTestObject(""Searchbar_OR/Searchbar_position""), Keys.chord(ENTER))",Chrome 95.0.4638.69,,,2021-11-05 10:36:33,2021-11-05 10:36:34,1.193s,PASSED
"waitForElementVisible(findTestObject(""Search_Result_Page_OR/Search_Area""), 5)",Chrome 95.0.4638.69,,,2021-11-05 10:36:34,2021-11-05 10:36:40,5.432s,PASSED
"click(findTestObject(""i_button_OR/1st_i_button_location""))",Chrome 95.0.4638.69,,,2021-11-05 10:36:40,2021-11-05 10:36:40,0.439s,PASSED
"verifyElementVisible(findTestObject(""i_button_OR/1st_attribute_table_location""))",Chrome 95.0.4638.69,,,2021-11-05 10:36:40,2021-11-05 10:36:41,0.670s,PASSED
driver = getWebDriver(),Chrome 95.0.4638.69,,,2021-11-05 10:36:41,2021-11-05 10:36:41,0.000s,PASSED
expectedValue = false,Chrome 95.0.4638.69,,,2021-11-05 10:36:41,2021-11-05 10:36:41,0.001s,PASSED
"for ([i = 1, i <= 24, (i++)])",Chrome 95.0.4638.69,,,2021-11-05 10:36:41,2021-11-05 10:36:49,7.826s,PASSED
"title = getAttribute(findTestObject(""Object Repository/Search_Result_Page_OR/1st_URL_location""), ""title"")",Chrome 95.0.4638.69,,,2021-11-05 10:36:49,2021-11-05 10:36:49,0.413s,PASSED
"url = getAttribute(findTestObject(""Object Repository/Search_Result_Page_OR/1st_URL_location""), ""href"")",Chrome 95.0.4638.69,,,2021-11-05 10:36:49,2021-11-05 10:36:49,0.386s,PASSED
"verifyElementText(findTestObject(""Object Repository/Search_Result_Page_OR/1st_Copy_URL_link_location""), ""Copy Title/URL"")",Chrome 95.0.4638.69,,,2021-11-05 10:36:49,2021-11-05 10:36:50,0.374s,PASSED
