Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite_5,Chrome 95.0.4638.69,,,2021-11-16 16:04:52,2021-11-16 16:16:18,11m - 26.647s,PASSED
,,,,,,,
Test Cases/TC-01-VerifyLogin,Chrome 95.0.4638.69,,,2021-11-16 16:04:52,2021-11-16 16:05:23,31.409s,PASSED
"openBrowser(findTestData(""Login_Credentials"").getValue(""Input URL"", 1))",Chrome 95.0.4638.69,,,2021-11-16 16:04:52,2021-11-16 16:05:01,9.022s,PASSED
"setText(findTestObject(""Login_OR/UserName_Field""), findTestData(""Login_Credentials"").getValue(""User Name"", 1))",Chrome 95.0.4638.69,,,2021-11-16 16:05:01,2021-11-16 16:05:04,2.350s,PASSED
"setText(findTestObject(""Login_OR/Password_Field""), findTestData(""Login_Credentials"").getValue(""Password"", 1))",Chrome 95.0.4638.69,,,2021-11-16 16:05:04,2021-11-16 16:05:05,0.800s,PASSED
"click(findTestObject(""Login_OR/Login_Button_Field""))",Chrome 95.0.4638.69,,,2021-11-16 16:05:05,2021-11-16 16:05:21,16.608s,PASSED
"verifyElementPresent(findTestObject(""Login_OR/UserLogo""), 0)",Chrome 95.0.4638.69,,,2021-11-16 16:05:21,2021-11-16 16:05:23,2.122s,PASSED
,,,,,,,
Test Cases/TC-02-VerifyHomePageOptions,Chrome 95.0.4638.69,,,2021-11-16 16:05:23,2021-11-16 16:08:38,3m - 14.301s,PASSED
"callTestCase(findTestCase(""TC-01-VerifyLogin""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,login to the website,,2021-11-16 16:05:26,2021-11-16 16:05:54,27.474s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Box_Position""), ""All Content"")",Chrome 95.0.4638.69,Verify default selected option is All content,,2021-11-16 16:05:54,2021-11-16 16:05:54,0.468s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Box_Position""))",Chrome 95.0.4638.69,Click on Dropdown,,2021-11-16 16:05:54,2021-11-16 16:05:55,0.583s,PASSED
listItem = new java.util.ArrayList(),Chrome 95.0.4638.69,Verify dropdown has the 7 options,,2021-11-16 16:05:55,2021-11-16 16:05:55,0.001s,PASSED
"listItem.add(""All"")",Chrome 95.0.4638.69,,,2021-11-16 16:05:55,2021-11-16 16:05:55,0.001s,PASSED
"listItem.add(""All Content"")",Chrome 95.0.4638.69,,,2021-11-16 16:05:55,2021-11-16 16:05:55,0.001s,PASSED
"listItem.add(""Product Manuals"")",Chrome 95.0.4638.69,,,2021-11-16 16:05:55,2021-11-16 16:05:55,0.000s,PASSED
"listItem.add(""Articles and AppNotes"")",Chrome 95.0.4638.69,,,2021-11-16 16:05:55,2021-11-16 16:05:55,0.002s,PASSED
"listItem.add(""Training Courses"")",Chrome 95.0.4638.69,,,2021-11-16 16:05:55,2021-11-16 16:05:55,0.000s,PASSED
"listItem.add(""Community"")",Chrome 95.0.4638.69,,,2021-11-16 16:05:55,2021-11-16 16:05:55,0.001s,PASSED
"listItem.add(""Cases"")",Chrome 95.0.4638.69,,,2021-11-16 16:05:55,2021-11-16 16:05:55,0.000s,PASSED
driver = getWebDriver(),Chrome 95.0.4638.69,,,2021-11-16 16:05:55,2021-11-16 16:05:55,0.019s,PASSED
"dropdownItems = driver.findElements(By.xpath(""//*[@id='standaloneSearchDropdown']/ul/li""))",Chrome 95.0.4638.69,,,2021-11-16 16:05:55,2021-11-16 16:05:55,0.696s,PASSED
"for ([i = 0, i < dropdownItems.size(), (i++)])",Chrome 95.0.4638.69,,,2021-11-16 16:05:55,2021-11-16 16:06:03,7.793s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Box_Position""))",Chrome 95.0.4638.69,,,2021-11-16 16:06:03,2021-11-16 16:06:04,0.563s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Searchbar_OR/Searchbar_position""))",Chrome 95.0.4638.69,Verify searchbar is present,,2021-11-16 16:06:04,2021-11-16 16:06:04,0.571s,PASSED
"isplaceholderPresent = verifyElementAttributeValue(findTestObject(""Searchbar_OR/Searchbar_position""), ""placeholder"", ""Start your search here..."", 5)",Chrome 95.0.4638.69,Verify the placeholder,,2021-11-16 16:06:04,2021-11-16 16:06:05,0.458s,PASSED
